database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	SwissLipid_identifier	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	5_NIST_A-1	6_NIST_A-2	11_PLASMA_H002_A-1	12_PLASMA_H002_A-2	13_PLASMA_H008_A-1	14_PLASMA_H008_A-2	15_PLASMA_H010_A-1	16_PLASMA_H010_A-2	17_PLASMA_H012_A-1	18_PLASMA_H012_A-2	21_PLASMA_H018_A-1	22_PLASMA_H018_A-2	23_PLASMA_H041_A-1	24_PLASMA_H041_A-2	25_PLASMA_H042_A-1	26_PLASMA_H042_A-2	27_PLASMA_H043_A-1	28_PLASMA_H043_A-2	31_PLASMA_H044_A-1	32_PLASMA_H044_A-2	33_PLASMA_H047_A-1	34_PLASMA_H047_A-2	39_PLASMA_H048_A-1	40_PLASMA_H048_A-2	41_PLASMA_H049_A-1	42_PLASMA_H049_A-2	43_PLASMA_H050_A-1	44_PLASMA_H050_A-2	45_PLASMA_H051_A-1	46_PLASMA_H051_A-2	49_PLASMA_H052_A-1	50_PLASMA_H052_A-2	51_PLASMA_H053_A-1	52_PLASMA_H053_A-2	53_PLASMA_H055_A-1	54_PLASMA_H055_A-2	55_PLASMA_H056_A-1	56_PLASMA_H056_A-2	60_PLASMA_H057_A-2	61_PLASMA_H058_A-1	62_PLASMA_H058_A-2	63_PLASMA_H059_A-1	64_PLASMA_H059_A-2	65_PLASMA_H060_A-1	66_PLASMA_H060_A-2	73_NIST_B-1	74_NIST_B-2	79_PLASMA_H002_B-1	82_PLASMA_H008_B-2	83_PLASMA_H010_B-1	84_PLASMA_H010_B-2	85_PLASMA_H012_B-1	86_PLASMA_H012_B-2	90_PLASMA_H018_B-2	91_PLASMA_H041_B-1	92_PLASMA_H041_B-2	93_PLASMA_H042_B-1	94_PLASMA_H042_B-2	95_PLASMA_H043_B-1	96_PLASMA_H043_B-2	99_PLASMA_H044_B-1	100_PLASMA_H044_B-2	101_PLASMA_H047_B-1	102_PLASMA_H047_B-2	107_PLASMA_H048_B-1	108_PLASMA_H048_B-2	109_PLASMA_H049_B-1	110_PLASMA_H049_B-2	111_PLASMA_H050_B-1	112_PLASMA_H050_B-2	113_PLASMA_H051_B-1	114_PLASMA_H051_B-2	117_PLASMA_H052_B-1	118_PLASMA_H052_B-2	119_PLASMA_H053_B-1	120_PLASMA_H053_B-2	121_PLASMA_H055_B-1	122_PLASMA_H055_B-2	123_PLASMA_H056_B-1	124_PLASMA_H056_B-2	127_PLASMA_H057_B-1	128_PLASMA_H057_B-2	129_PLASMA_H058_B-1	130_PLASMA_H058_B-2	131_PLASMA_H059_B-1	132_PLASMA_H059_B-2	133_PLASMA_H060_B-1	134_PLASMA_H060_B-2
				LPC O-18:1	508.3762	104.107|(C5H13NO,104)	[M+H]1+	1	3.17			SwissLipids	2020/04/02	MSI:2				SLM:000055387	163740.5909090909	66809.77311029511	7121.945743335358	309429	307507	125811	120837	115331	120143	102061	102890	185373	188367	187365	198014	88098	88392	115296	120161	209784	201580	176202	178238	98235	107488	117415	122184	140459	158602	166704	168231	364031	378454	166625	171261	143539	163726	124087	137560	96204	95267	140947	150878	152686	137307	137104	206145	231501	317351	318718	118054	117173	115970	114329	190305	199538	209098	95596	95954	112157	111091	192924	187250	171362	174012	108742	115019	126792	129387	148840	152220	153548	165919	355119	379757	170360	162760	158932	158973	125110	130099	94727	98667	151891	150103	151990	156156	130761	128057	225904	220938
				LPC O-20:0	538.4231	104.107|(C5H13NO,104)	[M+H]1+	1	4.2			SwissLipids	2020/04/02	MSI:2				SLM:000055390	16348.772727272728	5169.694267683208	551.0912606047764	20569	20893	13348	14209	15260	15868	12241	12979	19899	20967	18099	18530	10488	10980	12039	13442	19910	21201	14394	13864	10970	14165	14607	14533	14792	17265	12700	12764	33718	34755	10701	11737	14094	13363	12082	14576	12138	11768	16176	22701	23185	17860	17378	14828	18034	21452	21120	12650	14115	13833	14261	21908	21152	19273	11608	12626	12455	12337	18569	18980	13594	13533	12596	13176	14375	13975	16749	15940	12263	11759	31640	35221	12452	13005	13889	14055	13186	13524	12609	12724	17424	16816	24223	25586	16765	17897	15999	17308
				LPC O-20:1	536.4075	104.107|(C5H13NO,104)	[M+H]1+	1	3.7			SwissLipids	2020/04/02	MSI:2				SLM:000055391	8285.352272727272	3267.658446816657	348.3335608333863	16977	11864	6285	6293	6358	7027	4700	5008	8989	9726	9220	9406	3664	3854	5458	6063	11433	11972	7979	7924	4755	4859	6180	6173	6947	7683	8376	8230	16409	16574	7216	6919	7343	6510	6526	6985	5219	5063	9252	9914	10233	7572	7276	9837	10369	18678	18215	6217	6366	5486	5242	10421	10154	9821	4755	5137	5066	5253	10578	10417	8381	8169	4994	5679	6630	6648	7273	7393	7354	8425	16362	17149	7275	7257	7352	7304	6682	7005	5598	6157	9180	9821	10021	10263	7338	8025	10122	10828
				LPC O-22:0	566.4544	104.107|(C5H13NO,104)	[M+H]1+	1	4.9			SwissLipids	2020/04/02	MSI:2				SLM:000055393	14221.022727272728	3673.6965535130453	391.61736844105917	15944	15779	10829	11450	11691	11875	10338	10937	14751	16421	15241	15246	10107	10392	11531	11485	16911	18571	15649	14712	11893	12200	13280	13218	14821	16617	10713	10906	27142	27446	10651	10619	12451	12279	12097	13160	12156	12292	15697	19144	19482	13640	13044	17268	19807	16009	15467	10118	10576	11336	11382	14996	15882	17358	11479	11069	12042	11772	16293	16110	14023	14058	11545	11989	13353	13504	14500	14575	10158	10364	25692	25175	12054	11674	13759	12437	12160	12182	12937	12268	14917	14511	18960	19535	12358	13644	17394	17952
				LPC O-22:0	566.4544	184.0733|HG(PC,184)	[M+H]1+	1	4.9			SwissLipids	2020/04/02	MSI:2				SLM:000055393	970.0909090909091	323.2129875464541	34.4546202401705	1051	919	910	940	787	876	823	691	1082	1147	1020	988	696	621	715	721	1170	1360	1028	923	955	715	789	845	1131	1165	812	827	2255	2110	603	806	792	762	876	944	742	702	973	1286	1159	994	829	1056	1173	1123	1030	629	708	919	853	1041	1017	1059	427	662	741	628	1014	1080	1007	790	762	1052	800	974	998	1070	640	829	2054	2183	771	862	884	815	832	740	850	666	998	861	1515	1322	927	925	1166	1375
				LPC O-22:1	564.4388	104.107|(C5H13NO,104)	[M+H]1+	1	4.15			SwissLipids	2020/04/02	MSI:2				SLM:000055394	14110.988636363636	3844.747671179709	409.8514788510394	16556	17336	11401	11047	13424	12527	8822	8343	18979	18585	17193	17128	8075	8589	10062	10610	21090	20333	13814	14999	9518	9492	11686	11976	13144	14795	14606	14694	24050	22971	13423	12957	12889	12352	12798	14369	10080	8868	16602	15224	15250	12607	12713	16286	18576	17343	17414	10105	12339	10155	10698	20223	19906	17800	8934	9182	11006	10310	19036	19853	13205	11934	9717	10159	12537	10213	14428	14665	13501	14161	21340	25091	13500	13123	13684	12837	14239	13064	8879	9767	15821	18940	15624	17215	12472	13358	16261	16889
				LPC O-24:0	594.4857	104.107|(C5H13NO,104)	[M+H]1+	1	5.77			SwissLipids	2020/04/02	MSI:2				SLM:000055396	27325.454545454544	8375.340130213262	892.8142577416795	29498	27870	20263	19221	22952	27245	24023	22698	30442	30435	29185	30748	21799	19966	19328	21821	35946	36960	30600	27100	22838	24434	24911	26565	32378	39295	23268	21002	58138	58562	16913	16096	23878	25670	22828	25024	23533	23723	20291	32039	31855	27116	25406	35442	41520	25740	25740	17516	21706	22759	23557	26999	29200	32202	24337	21559	18077	19798	32190	27797	28129	30389	22220	25327	29606	26837	30602	34218	19355	18678	52904	56949	20249	18667	24858	23094	23566	24393	21001	27916	22875	22667	31432	32745	20560	23429	35554	36418
				LPC O-24:1	592.4701	104.107|(C5H13NO,104)	[M+H]1+	1	4.9			SwissLipids	2020/04/02	MSI:2				SLM:000055397	27351.852272727272	9020.044036821642	961.5399251047631	25929	27240	19090	19257	23821	24525	17684	17443	32821	32855	32865	34256	18029	17957	18485	20107	40780	43709	31884	30073	21393	21968	25176	24550	31729	35783	21550	22744	57739	57604	19891	20697	24816	25904	27014	30318	19991	19067	26000	25825	25776	21112	21317	36395	38313	28037	28754	18656	21836	19741	19841	35934	34180	37012	20065	21395	17569	17389	38416	38717	28079	27743	20348	21044	24536	24462	33544	35065	20605	23177	54645	53629	20584	20989	25231	24727	28966	26151	18093	19757	27798	27838	26428	24871	21133	22176	38200	38120
				LPC O-24:2	590.4544	104.107|(C5H13NO,104)	[M+H]1+	1	4.38			SwissLipids	2020/04/02	MSI:2					7678.852272727273	2408.0662559133084	256.70072539624505	11522	12461	4822	4777	6940	6681	5569	5214	10712	10274	10288	10549	4341	4456	5472	6698	10036	10369	8873	8881	6898	7650	6086	5804	8965	9693	8567	8516	12828	12786	6346	5976	8057	7946	7065	7800	5252	5713	5853	5176	4815	4972	5030	8241	8396	12978	12349	4582	6750	6159	6149	11361	12330	11132	5292	5322	5956	5499	9639	9099	9573	8408	7379	7628	5999	6226	9266	9983	7561	8126	12084	11934	5793	5948	9190	8587	7150	6998	5701	5730	6025	6026	5145	5234	4316	4667	8221	8878
				LPE 16:0	454.2928	313.2737|-HG(PE,141)	[M+H]1+	1	2.89			SwissLipids	2020/04/02	MSI:2				SLM:000055410	44586.52272727273	11898.315256938711	1268.3646681021112	56900	55374	45940	46028	31417	33789	37074	34632	42553	40088	53385	51971	26615	26878	44361	48267	50812	49887	37805	38722	25724	29484	45100	44497	54185	59027	46053	45071	74558	78024	25184	25900	44318	48474	34342	40608	38052	37054	50773	54945	54332	43743	38918	59296	69249	56354	59313	43098	27698	37212	38792	40453	41514	55147	28193	29346	44214	48135	46906	44559	36356	35560	30552	29960	46908	42553	54025	57549	38480	42822	72222	71548	25463	26434	45714	45193	39396	42050	35249	34608	50079	51748	50586	53771	38647	38172	64944	62682
				LPE 18:0	482.3241	341.305|-HG(PE,141)	[M+H]1+	1	3.45			SwissLipids	2020/04/02	MSI:2				SLM:000055414	47245	14789.456493708967	1576.561359484443	77264	77356	44620	43624	37761	37234	38015	38867	48984	50488	57107	58796	30982	30380	41091	42467	49656	52631	48149	40842	30946	33865	42145	41744	60172	61221	35208	36383	84863	91224	23073	22242	43463	45162	35771	41596	43910	39034	46038	52565	52051	39153	41891	61742	70028	76639	79119	41638	32309	43245	39714	51448	49151	55063	35228	36658	40122	38710	48019	47843	42532	41834	30192	33896	48253	43010	60093	65771	31549	33588	82600	85105	24076	25413	47526	46592	41165	38670	40043	41806	47594	48276	54129	53673	40088	38126	65614	69636
				LPE 18:1	480.3085	339.2894|-HG(PE,141)	[M+H]1+	1	3.04			SwissLipids	2020/04/02	MSI:2				SLM:000055415	47431.795454545456	24172.53590345161	2576.800985373798	71385	68295	69435	74588	23446	23756	28276	26051	41007	43219	76749	82941	18477	18797	43414	46855	56533	62741	24715	25412	15675	15932	21245	21515	89869	98962	55929	55855	37424	36280	23416	22327	49512	51196	23490	27511	43696	42423	110451	72900	76374	74499	73190	46324	49895	70736	71047	65154	21565	30919	29307	44320	43450	73296	20238	22216	41197	40371	52415	51593	22296	24056	15936	17307	21842	22619	89732	85587	48680	51326	39058	37373	20743	20667	54230	48887	24671	22776	38427	42506	110041	99995	72089	73612	64820	70636	46217	48063
				LPE 18:2	478.2928	337.2737|-HG(PE,141)	[M+H]1+	1	2.57			SwissLipids	2020/04/02	MSI:2				SLM:000055416	92555.28409090909	41700.942781577345	4445.335436868306	134013	131565	69829	74300	59612	60485	61030	56923	95869	93389	172621	179878	37862	38907	86439	94597	129154	129176	62402	60103	39188	36428	49655	49548	172123	198278	107562	108761	63606	65234	40110	40584	130730	134117	49500	55617	88964	90874	153505	122652	123702	125048	120013	122634	127991	121194	126533	64636	53662	62331	61271	92557	90070	169230	43105	43082	85588	87268	115175	121523	58034	57249	36857	38660	49440	48274	163475	181646	93155	102038	58114	60277	39598	37883	130432	132312	52327	51993	82555	90354	142345	145641	119489	127065	112414	119395	116092	115948
				LPE 20:4	502.2928	361.2737|-HG(PE,141)	[M+H]1+	1	2.53			SwissLipids	2020/04/02	MSI:2				SLM:000055424	46219.875	13179.663999704808	1404.9569030316575	69854	72523	37627	35722	43649	44383	34455	33190	42439	42821	55178	62694	26825	26764	35916	38036	54770	51265	36963	39216	26425	29700	47210	46711	62311	70557	45568	45372	64550	62232	24284	26254	51194	52281	27840	32110	47022	46359	48974	58383	55261	59638	57897	60653	64298	73705	69563	35411	38968	35855	36479	44334	43323	61011	27203	28065	35274	34723	46675	45658	38077	36190	26706	27200	44984	47771	64421	61876	39790	41946	57026	61153	24531	24874	55421	57087	31114	32142	44902	48912	53995	55870	58963	53709	51498	52980	59645	60945
				LPE 22:6	526.2928	385.2737|-HG(PE,141)	[M+H]1+	1	2.46			SwissLipids	2020/04/02	MSI:2				SLM:000055433	40605	13871.00397629331	1478.6539921586273	30769	32566	49833	48149	41043	39159	33501	34845	45667	48776	42094	42843	25321	25445	42957	46276	44452	41793	35494	35328	24085	26941	51793	53702	56671	63444	38488	42521	53518	55315	26779	26229	33566	34391	22964	27430	13973	13424	56098	51100	51610	42071	40556	73632	78565	31247	33030	45310	37377	36681	35385	49778	49616	44254	27014	27524	40406	42078	37512	36649	34383	31409	24278	25764	51332	53563	56006	54214	33782	40834	51696	58947	25230	25938	35077	36500	26340	27480	13014	13823	56742	55195	48868	49182	36149	34437	72153	81866
				LPI 18:2	614.33	337.2737|-LPI(277)	[M+NH4]1+	1	2.06			SwissLipids	2020/04/02	MSI:2				SLM:000055572	913.1363636363636	336.17801735411274	35.83669706145284	1793	1891	862	771	794	1033	393	499	782	702	1079	1232	858	842	956	890	1566	1379	945	885	707	851	550	616	1356	1487	1093	1123	955	1123	466	457	659	723	547	526	639	698	638	1080	912	799	712	980	1211	2123	1827	658	770	486	644	661	864	1013	1089	1030	886	933	1307	1394	921	813	785	736	654	600	1270	1364	1002	967	989	1158	545	614	811	751	538	597	770	747	696	580	1051	995	762	666	1057	1172
				LPI 20:4	638.33	361.2737|-LPI(277)	[M+NH4]1+	1	2.02			SwissLipids	2020/04/02	MSI:2				SLM:000055580	2307.8295454545455	684.17622623292	72.93343077316837	3814	3716	2369	2288	1814	1787	1426	1450	1634	1885	2885	3254	2157	2280	1696	1930	3346	3644	2092	2068	2126	2208	2167	1993	2740	2972	2084	2270	3602	3699	1716	1769	1809	1954	1451	1706	1590	1508	2024	2643	2563	2153	2136	2171	2280	4153	4096	2084	1659	1565	1648	2023	2098	3061	2427	2507	1749	1839	3196	3251	2067	1793	2189	2127	2046	2062	3037	2910	2152	2213	3772	4144	1936	1891	1978	1950	1495	1656	1792	1842	2104	2216	2756	2740	1808	1853	2089	2246
				PC 28:0	678.5068	184.0733|HG(PC,184)	[M+H]1+	1	5.35			SwissLipids	2020/04/02	MSI:2				SLM:000056466	93113.67045454546	56229.2761570254	5994.06097841763	130227	127023	53984	56812	99935	111335	75533	65952	47182	45262	34069	36319	35901	36811	151291	173798	76502	82861	92113	97183	55739	61294	39649	35576	211467	227907	69935	65363	121779	125786	27710	28223	162728	171007	36900	39701	103666	101723	52141	222938	241974	100662	96273	123946	141293	122349	123174	47539	88766	70925	70036	43777	41589	33444	36927	35964	167834	163052	70661	73878	83069	84153	58150	65544	36034	36097	208448	205813	60094	62518	98645	103110	31338	35010	159317	150701	34998	36088	91238	107636	52209	50986	216645	223854	93165	89983	113106	120666
				PC 29:0	692.5225	184.0733|HG(PC,184)	[M+H]1+	1	5.75			SwissLipids	2020/04/02	MSI:2				SLM:000056473	26755.19318181818	12717.152657763943	1355.6530283194638	32983	34075	24109	25697	24539	22593	17137	16663	22583	22134	15487	13346	13972	12668	41444	40885	23125	23237	20096	18575	21131	21623	18066	19451	43463	49226	13787	15276	33404	30080	13192	12411	20016	19971	11785	12400	32355	38290	29528	62450	59908	45889	43911	40477	46672	31221	32202	21315	17995	17790	18751	22380	22016	15624	11862	12870	46212	39633	20618	22078	17297	15667	21382	22441	16961	19952	42079	41722	14691	15128	28601	27956	14189	13939	19190	22670	10342	11887	31529	34287	28034	27885	55387	59742	42236	42346	40990	43250
				PC 30:0	706.5381	184.0733|HG(PC,184)	[M+H]1+	1	6.25			SwissLipids	2020/04/02	MSI:2				SLM:000056479	2055082.125	811019.0884455373	86454.92531733136	2705909	2722234	1493930	1431017	2180504	2013846	1454628	1410803	1650022	1851885	1210232	1437956	1239801	1373070	2939913	3041989	1991862	2366401	1823879	1822291	1807782	1865262	1465775	1581156	3756257	4070252	1676960	1799632	3524921	3712186	941378	807164	1847209	1961472	1083505	1352579	2159869	2347729	1379061	3261613	3587851	2017911	2251032	3444741	3421512	2402633	2557600	1383053	1600147	1451027	1448524	1580395	1740652	1153099	1392647	1280062	2949255	2894456	2023033	1779545	1323706	1595883	1726891	1875609	1391238	1403940	3627190	3324091	1483218	1401619	3293128	3411730	993516	1140851	1794883	1892706	1033296	1051586	2090995	2191676	1476014	1611415	3363810	3249688	2141633	1980403	2857854	3195549
				PC 31:0	720.5538	184.0733|HG(PC,184)	[M+H]1+	1	6.58			SwissLipids	2020/04/02	MSI:2				SLM:000056486	320248.5568181818	179774.33901152638	19164.008929806892	417827	398887	412954	387385	267043	201373	257386	204170	370586	301000	153505	151234	111378	135405	482958	572295	342192	346580	159988	191405	278438	234730	205344	236320	466679	432242	196335	195691	136089	150984	179506	156120	220367	213792	121747	132957	568831	480586	439486	813386	820512	571299	579816	474065	445196	314002	396057	331568	194568	209973	211417	309000	352972	154959	87258	132409	532825	590220	314283	313658	151319	130924	209864	219188	195311	181255	466281	449534	165933	156457	141805	149381	199493	201303	198525	194003	109232	119880	496010	494286	465948	425421	838003	801296	529415	538845	458697	433026
				PC 31:1	718.5381	184.0733|HG(PC,184)	[M+H]1+	1	5.95			SwissLipids	2020/04/02	MSI:2				SLM:000056487	35388.23863636364	21563.953688726113	2298.7251869478077	47606	55335	31059	29763	34728	35318	19831	23992	19144	21908	13665	13229	15667	17446	48337	54728	44015	40821	18024	20733	30195	27477	23637	21534	59081	73893	24321	25787	17293	17886	16366	18189	26987	25919	15456	15929	58873	54955	47939	101566	93037	64980	45054	40553	40720	48667	47884	33644	34107	24926	23379	23601	21115	15521	15881	19813	49805	45191	40394	33698	16534	17531	26955	27674	21167	22241	73022	61521	19956	21885	18999	18117	15029	14464	26282	26394	13616	15408	52854	57598	37911	31664	118269	101796	53861	59709	38404	34702
				PC 32:0	734.5694	184.0733|HG(PC,184)	[M+H]1+	1	7.25			SwissLipids	2020/04/02	MSI:2				SLM:000056493	7552663.215909091	3210339.146606102	342223.30290044	8646307	7910002	5408241	5866653	7585297	8162705	5401321	6178166	8560292	8438392	6480689	6574590	5640591	5199830	8997634	9753329	7514297	6881899	6466893	6565043	8548417	9499669	7237352	7140105	9249364	11020568	6927424	7250324	21722060	20193736	3812589	4190457	5142937	5298810	5620709	6263377	6474854	6398969	5913243	8688800	7804908	5740603	6108735	9742339	11122107	7282861	7843034	4528415	6500260	5780660	6838198	7103915	7083586	5760723	6161721	5919478	8575724	8930178	6152970	6051056	5211894	5235089	9136726	9192849	6484020	7000312	9718661	8757546	6178473	6444003	20395418	18532634	5627907	4978974	4967449	5212233	5729923	5468722	6375137	6370634	5224619	6067833	7597687	7972437	5114716	5509158	10594493	9677410
				PC 32:1	732.5538	184.0733|HG(PC,184)	[M+H]1+	1	6.43			SwissLipids	2020/04/02	MSI:2				SLM:000056494	7632900.511363637	3675911.810566874	391853.51563645323	13847053	14342208	7875722	7612106	10545809	11088690	5519796	5718766	3371763	3904055	3765266	3880495	5919781	5209738	9482918	11438909	10850712	11406799	4476106	4596185	6987091	6930841	6523600	6701618	14666854	17982116	6719371	6460120	8827287	8398643	3476070	2980472	5686816	5336085	4841007	5778697	8789398	11698180	3673302	15396961	14516632	6579262	7141518	6347150	8085542	13564032	12524543	7117241	7427606	6078647	5935324	3081406	3224339	3561073	6448066	5892344	9699149	10340398	8275975	9148080	3974623	3488670	6531089	7460658	5528821	6550021	16469638	17131352	6252408	6379569	9115925	8510516	3232841	3225827	5559555	5308308	4659772	4098805	8545685	9377702	3652795	3510554	14530006	14736050	5777664	5860066	6752158	7778434
				PC 32:2	730.5381	184.0733|HG(PC,184)	[M+H]1+	1	5.75			SwissLipids	2020/04/02	MSI:2				SLM:000056495	1142926.1931818181	544605.8285033221	58055.1763841745	1720358	2006427	857699	931294	1376626	1346342	807098	820847	717991	790595	641095	691606	649580	697336	1780850	1994488	1218664	1236950	1333269	1336994	760427	764215	633991	630677	2394291	2410141	731015	771035	788569	811411	351114	339529	1708690	1739011	533054	672823	1642878	1538035	688325	1885767	1878251	1104540	1139607	1849295	2000633	1656194	1681137	794950	1280561	783094	880571	789083	748027	648132	765938	712902	1671341	1772786	1091383	1090272	1074341	1132492	836915	752161	659976	604912	2346095	2294805	677185	680658	785051	806579	305299	327447	1695433	1742732	577795	554828	1380622	1559352	666237	685518	1873654	1740398	1032893	1053270	1910933	1730120
				PC 32:3	728.5225	184.0733|HG(PC,184)	[M+H]1+	1	5.05			SwissLipids	2020/04/02	MSI:2				SLM:000056496	18491.409090909092	14309.15634085542	1525.3611911574003	24836	25961	8711	8045	10125	13315	11524	11097	16514	20780	9275	10792	10625	5610	22128	24070	13041	12300	13170	13392	9399	9607	5884	5313	40563	49892	8540	9535	7616	8705	5436	6463	23542	22537	9767	7294	12898	29537	17856	28006	27099	33527	27718	66527	56170	26415	22386	6602	14134	12713	12944	21627	22577	11417	7631	9932	29251	20846	12361	19569	11907	12761	8755	9629	5867	6133	45162	45073	8562	5785	6495	7428	5832	6253	23190	21292	8213	9513	14171	13218	16658	18051	26205	25576	30570	30078	72001	67719
				PC 33:0	748.5851	184.0733|HG(PC,184)	[M+H]1+	1	7.65			SwissLipids	2020/04/02	MSI:2				SLM:000056500	233654.51136363635	103100.56947354843	10990.557634215953	384404	346426	391282	380162	201553	204179	169972	147854	356653	343555	180300	184877	108361	99520	329275	344993	206454	210625	117475	140416	216254	214505	188352	189495	204611	245433	98063	101732	306617	307018	156789	171312	134641	123814	71998	96659	268720	233531	320380	489605	456223	381546	355516	341306	363137	327293	336639	332710	163074	165075	161860	303230	332494	173673	116484	98758	316763	244049	176602	176931	133892	121054	194944	200710	185239	179317	224226	222212	111968	104617	237530	242479	197790	195590	102879	134096	86541	79608	221255	217230	332514	312815	451740	475274	349193	338631	278938	318087
				PC 33:1	746.5694	184.0733|HG(PC,184)	[M+H]1+	1	6.93			SwissLipids	2020/04/02	MSI:2				SLM:000056501	1054980.8181818181	442763.1851807373	47198.714128212494	1521877	1600156	1569302	1496177	897402	898414	676119	722545	826054	865167	708227	721997	575489	617455	1401265	1684668	1227295	1136640	497989	508236	803231	793966	759941	945110	1497650	1662809	723028	748590	865728	904935	657975	679342	755559	794219	395768	446294	1488204	1391892	1576147	2190079	2295477	1645843	1591792	1302779	1298438	1503751	1497283	1428226	799648	743591	762087	904304	904220	801986	640104	672548	1360159	1381011	1028655	1077352	446741	468568	686641	876251	893476	823949	1410263	1466269	656960	637667	805350	800953	685043	616084	899492	757596	417578	397904	1201012	1235711	1662538	1609653	2006021	1923165	1615238	1509761	1131554	1324679
				PC 33:2	744.5538	184.0733|HG(PC,184)	[M+H]1+	1	6.2			SwissLipids	2020/04/02	MSI:2				SLM:000056502	1528651.1363636365	528174.9505901001	56303.63891344925	1783593	1742189	1243993	1306172	1600412	1552248	1045653	1177300	1556817	1645515	1303773	1445667	751792	788148	1958643	2336624	1682385	1721465	1431773	1216154	1716865	1698947	1309876	1259278	2124448	2419926	1098452	1182087	1377218	1407328	639726	657424	1266992	1365517	609256	757608	1815419	1930469	2263478	2025427	2192823	2510299	2396900	2560842	2741526	1575805	1642254	1045469	1279850	1079081	1057486	1332724	1675041	1519148	881888	900926	1885376	2025438	1459860	1487004	1288769	1117798	1480257	1631198	1307182	1288318	2095039	2017499	917036	934510	1216268	1342800	618483	672154	1387140	1325442	632622	723664	1767292	1829004	2251992	2273966	2144209	1717020	1933039	2130494	2352609	2659699
				PC 33:3	742.5381	184.0733|HG(PC,184)	[M+H]1+	1	5.5			SwissLipids	2020/04/02	MSI:2				SLM:000056503	15197.806818181818	10101.075919542767	1076.7783110044622	19151	23277	13933	12077	8732	9942	7926	9777	18615	22307	9177	9277	7116	6977	28885	28500	16708	14715	14293	12392	10065	11086	9812	9182	25003	31081	6959	7612	7546	8203	4732	5521	15949	9965	6639	7791	21966	24251	23943	38084	0	32382	0	21740	41428	18323	26846	12163	10510	10451	6533	15647	17843	8336	5459	5850	23735	20359	12461	14870	12417	7663	10437	9958	7510	8527	19760	33273	6202	5364	6366	8132	5875	4517	15311	14945	5160	6473	0	20690	21336	16379	34403	30103	29402	25682	39839	47580
				PC 34:0	762.6007	184.0733|HG(PC,184)	[M+H]1+	1	8.46			SwissLipids	2020/04/02	MSI:2				SLM:000056507	1028884.5227272727	530214.4961888359	56521.05520479445	1101241	1223581	992530	978086	1041174	1085286	823005	787787	1249395	1291846	1096309	1107113	748448	766813	1067257	1128889	1031427	1029665	763040	836256	969125	1083387	902249	874112	1127464	1321665	743083	809453	3372808	3346248	477867	496940	675192	618647	721240	801443	742294	756383	795198	958459	1038837	939375	937064	1522781	1610922	1078423	1105825	874890	892818	834317	877399	1085918	1071959	1010919	712662	734161	1019849	1040455	981125	971505	629562	599323	914258	1013374	871568	849180	1261067	1227789	678809	700750	2854142	3302065	628766	694723	626724	682042	677510	706350	702533	784770	802903	829190	1056792	1050783	770098	806575	1338409	1398174
				PC 34:1	760.5851	184.0733|HG(PC,184)	[M+H]1+	1	7.47			SwissLipids	2020/04/02	MSI:2				SLM:000056508	94832846.54545455	11392307.289012076	1214424.0374803084	100230576	103172720	110064704	104470336	98365432	101790312	86899112	85623776	87786152	86308488	95220656	98517712	90817168	93214376	104106808	110094776	102570840	105637200	72979000	69927040	93283136	92322096	101600776	99259096	112830152	117097720	96799264	95695760	122798544	123195176	76531528	75283336	83700224	85889512	79600928	89639016	93921936	96069592	91820872	102642600	106331664	91110440	91386960	98531512	103198328	101160648	98718320	104362912	90850440	91840680	89052472	90033712	85823672	94110696	91959824	93405504	104040576	102672136	96297696	99999824	68621648	66801144	88758424	91793544	99402960	98615456	109708376	109836888	92329840	90645280	113585208	118366240	73542496	79691104	85807464	86556792	80901656	78113592	91285408	93515296	96722808	96627200	97196768	103155752	87058760	89722248	95053712	99207968
				PC 34:2	758.5694	184.0733|HG(PC,184)	[M+H]1+	1	6.71			SwissLipids	2020/04/02	MSI:2				SLM:000056509	128706155.72727273	9014287.648143766	960926.2920098909	137846784	136896224	124872040	123235120	132714672	129756800	123936088	126917552	127552056	131917216	136480560	137047936	122690248	123083520	143065248	143335568	136382640	136935408	123852512	123876424	128106616	134697440	125248064	123643968	143771280	145462080	127808872	129682464	142358944	138525120	103030168	102373480	125327672	126377784	117713928	119520856	137504832	131247968	123387936	129444752	128280640	128276680	125615984	134774944	142509152	132492496	133490952	122131008	128420864	126697416	125601280	125603768	123902760	136460976	123111448	123074208	138537824	139245536	132168896	133057312	120642152	121625408	128863432	127110832	124617080	123280064	140687856	143464224	124336920	129638512	139582464	141690896	99974384	104954328	125028064	129633640	116813696	118521504	130287928	130865224	124037296	125432840	127800128	128683272	121119384	122738184	135875072	137753936
