database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	SwissLipid_identifier	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	5_NIST_A-1	6_NIST_A-2	11_PLASMA_H002_A-1	12_PLASMA_H002_A-2	13_PLASMA_H008_A-1	14_PLASMA_H008_A-2	15_PLASMA_H010_A-1	16_PLASMA_H010_A-2	17_PLASMA_H012_A-1	18_PLASMA_H012_A-2	21_PLASMA_H018_A-1	22_PLASMA_H018_A-2	23_PLASMA_H041_A-1	24_PLASMA_H041_A-2	25_PLASMA_H042_A-1	26_PLASMA_H042_A-2	27_PLASMA_H043_A-1	28_PLASMA_H043_A-2	31_PLASMA_H044_A-1	32_PLASMA_H044_A-2	33_PLASMA_H047_A-1	34_PLASMA_H047_A-2	39_PLASMA_H048_A-1	40_PLASMA_H048_A-2	41_PLASMA_H049_A-1	42_PLASMA_H049_A-2	43_PLASMA_H050_A-1	44_PLASMA_H050_A-2	45_PLASMA_H051_A-1	46_PLASMA_H051_A-2	49_PLASMA_H052_A-1	50_PLASMA_H052_A-2	51_PLASMA_H053_A-1	52_PLASMA_H053_A-2	53_PLASMA_H055_A-1	54_PLASMA_H055_A-2	55_PLASMA_H056_A-1	56_PLASMA_H056_A-2	60_PLASMA_H057_A-2	61_PLASMA_H058_A-1	62_PLASMA_H058_A-2	63_PLASMA_H059_A-1	64_PLASMA_H059_A-2	65_PLASMA_H060_A-1	66_PLASMA_H060_A-2	73_NIST_B-1	74_NIST_B-2	79_PLASMA_H002_B-1	82_PLASMA_H008_B-2	83_PLASMA_H010_B-1	84_PLASMA_H010_B-2	85_PLASMA_H012_B-1	86_PLASMA_H012_B-2	90_PLASMA_H018_B-2	91_PLASMA_H041_B-1	92_PLASMA_H041_B-2	93_PLASMA_H042_B-1	94_PLASMA_H042_B-2	95_PLASMA_H043_B-1	96_PLASMA_H043_B-2	99_PLASMA_H044_B-1	100_PLASMA_H044_B-2	101_PLASMA_H047_B-1	102_PLASMA_H047_B-2	107_PLASMA_H048_B-1	108_PLASMA_H048_B-2	109_PLASMA_H049_B-1	110_PLASMA_H049_B-2	111_PLASMA_H050_B-1	112_PLASMA_H050_B-2	113_PLASMA_H051_B-1	114_PLASMA_H051_B-2	117_PLASMA_H052_B-1	118_PLASMA_H052_B-2	119_PLASMA_H053_B-1	120_PLASMA_H053_B-2	121_PLASMA_H055_B-1	122_PLASMA_H055_B-2	123_PLASMA_H056_B-1	124_PLASMA_H056_B-2	127_PLASMA_H057_B-1	128_PLASMA_H057_B-2	129_PLASMA_H058_B-1	130_PLASMA_H058_B-2	131_PLASMA_H059_B-1	132_PLASMA_H059_B-2	133_PLASMA_H060_B-1	134_PLASMA_H060_B-2
				PI 36:3	878.5753	601.519|-HG(PI,260)	[M+NH4]1+	1	5.9			SwissLipids	2020/04/02	MSI:2				SLM:000058220	46789.431818181816	18934.890246288094	2018.4660823117413	100384	83626	33124	27705	58661	57758	28405	32082	79859	70030	70078	56791	27948	29473	54373	63047	61552	49295	39553	41780	39543	49322	22348	19647	45157	51608	40095	34217	60993	67897	17917	16944	42665	40814	25794	28509	51252	32697	61873	59049	54854	35003	32855	73062	90174	95462	91956	24021	50049	36652	41153	62708	64948	72617	31793	29493	56848	54639	53200	46480	31748	38075	40931	38896	22635	20917	42574	52317	30312	32919	54619	60108	13924	17263	43221	40628	28133	27249	43101	44527	54224	60828	43938	60865	32457	38017	65790	65422
				PI 36:4	876.5597	599.5034|-HG(PI,260)	[M+NH4]1+	1	5.62			SwissLipids	2020/04/02	MSI:2				SLM:000058221	111120.39772727272	29907.331615078063	3188.132262309719	134037	128863	95232	94322	133342	101901	96866	111998	90843	90556	129994	152618	98576	93946	131501	124982	149284	145450	93366	95278	102200	109387	84241	79278	171182	186147	109473	101473	145294	146802	62274	47754	87508	94139	102641	115733	118242	99917	92563	156316	144115	84721	69655	163919	132864	139726	128157	73494	86519	115710	112362	73637	84945	137979	104726	93712	138299	132858	139967	140951	77881	73048	100486	114927	81429	82581	150017	178953	79810	101333	125008	160198	61854	63789	93610	87454	108587	105658	96430	106340	109209	107629	173970	155455	76469	68901	113355	120379
				PI 38:2	908.6223	631.566|-HG(PI,260)	[M+NH4]1+	1	7.45			SwissLipids	2020/04/02	MSI:2				SLM:000058235	5943.261363636364	1819.6623439106486	193.97665762353972	6743	9250	5047	3859	6363	6547	9902	9677	7758	6723	10565	10376	6860	6138	8101	6400	5122	5877	6706	5310	7808	8091	3873	3837	7285	7077	5987	5881	6673	6567	4159	4295	5355	6200	4232	3036	4944	4483	9476	5586	3754	3466	4118	5093	6237	6466	6211	4546	5287	9895	9262	4198	5584	7460	5683	5717	6210	5649	5036	4613	4285	5852	6580	7372	4718	4739	6268	8559	4214	5147	5471	6878	4743	4360	5033	5273	3418	2861	4285	3052	8237	9982	4993	4748	4589	4324	5578	4794
				PI 38:3	906.6066	629.5503|-HG(PI,260)	[M+NH4]1+	1	6.88			SwissLipids	2020/04/02	MSI:2				SLM:000058236	102341.53409090909	26431.32425259754	2817.5886324406074	161843	155531	100256	100018	139983	131089	119424	111077	73172	61693	94615	102503	129055	137562	107433	106046	119082	134031	97392	95927	110653	91881	107168	112846	105121	99510	85974	81053	93778	90451	55614	57791	140032	114840	72013	73881	93145	92567	113478	165730	167609	79525	85280	96545	88952	151165	127167	73188	104995	103815	99409	72330	78355	98113	127431	136372	113855	105073	114486	117964	79957	82398	96693	82366	99046	101468	96639	89389	71495	85267	73294	70990	65563	67705	113851	119243	60058	67371	87191	89283	128637	133557	149840	165393	77757	93051	88569	93097
				PI 38:4	904.591	627.5347|-HG(PI,260)	[M+NH4]1+	1	6.56			SwissLipids	2020/04/02	MSI:2				SLM:000058237	1457199.5227272727	366479.7428749025	39066.871855374564	1833560	1819580	1536863	1571649	1692467	1563334	1750533	1567566	1726096	1595663	1902201	1954913	1584505	1655881	1310402	1342551	1703882	1845530	1343973	1493408	1677407	1663228	1572282	1332533	1601798	1651303	1205014	1153170	2766014	2856947	1011055	920957	1263741	1430571	1070442	1197212	1306536	1173176	1468682	1457216	1336437	971518	1074266	1574638	1747516	1464102	1666528	1407494	1142003	1722665	1678713	1393682	1347485	1724706	1443293	1699334	1225163	1175307	1368214	1461341	1068617	1093940	1400242	1532947	1316946	1341860	1479056	1377585	953500	1142286	2345724	2570522	989320	1076514	1346478	1390741	1108088	967671	1149066	1036952	1535860	1371462	1362222	1270751	850106	899754	1529185	1527917
				PI 38:5	902.5753	625.519|-HG(PI,260)	[M+NH4]1+	1	5.75			SwissLipids	2020/04/02	MSI:2				SLM:000058238	55300.068181818184	22289.062619994955	2376.0220587389917	122745	132601	47202	46330	57998	60386	43772	42830	64559	60500	80597	85674	28059	29512	57942	69932	71448	64913	43025	42611	53478	55019	33685	29485	54889	56264	37634	42557	75640	67407	27805	30812	45423	45107	30689	34903	49033	50723	80832	70960	74167	45352	43821	75633	87590	125747	123882	45603	44566	41204	46377	65592	60703	74760	30357	30135	57653	53322	65800	56140	37237	35934	45297	44798	28674	28470	56130	59186	33402	37418	72831	69097	30182	30040	46842	46678	34161	36994	50543	45868	79005	80751	75055	66451	44687	38730	68204	70356
				PI 38:6	900.5597	623.5034|-HG(PI,260)	[M+NH4]1+	1	5.46			SwissLipids	2020/04/02	MSI:2				SLM:000058239	22481.94318181818	7912.546843365841	843.4803276014607	15820	13793	25457	26629	22075	24745	25733	27006	20017	20568	22259	24211	18321	18164	36994	38548	22811	23213	21861	22480	24586	27724	17258	18703	32293	37424	17124	16110	28652	29813	12183	12219	13767	14858	25843	24969	8421	6910	28411	24495	23233	16296	14570	38402	44362	15102	13297	19807	18946	26981	24703	20252	20184	24439	17761	20344	37189	33034	23477	22983	21202	23134	22116	23264	17063	16615	29003	35961	17257	15101	26055	26119	13498	15390	13974	14397	23361	25572	8104	8196	28815	30413	22502	24039	14354	14408	40524	40144
				PI 40:4	932.6223	655.566|-HG(PI,260)	[M+NH4]1+	1	7			SwissLipids	2020/04/02	MSI:2				SLM:000058255	8495.363636363636	2604.5177336446345	277.6425232869635	13193	11658	12356	12987	12452	8976	6991	8403	9133	8889	10919	12414	6797	4834	9618	12304	9103	12888	7315	7677	4582	6271	7202	8521	7045	7078	5444	6494	4324	5627	7378	7027	6018	6483	5234	5999	7404	6402	12189	12329	12588	9396	10376	8905	11935	11125	10475	9693	6610	8151	6269	9203	6726	10545	9733	9420	7687	10310	7910	7486	5992	6271	6007	5816	7134	8019	6718	6593	6863	6287	5671	5980	11107	8529	6983	5113	4894	5097	7942	6249	16049	15199	10665	10921	7742	10161	10120	10969
				PI 40:5	930.6066	653.5503|-HG(PI,260)	[M+NH4]1+	1	6.58			SwissLipids	2020/04/02	MSI:2				SLM:000058256	69402.125	21708.586433441917	2314.1430893387515	94029	100962	141580	104031	71803	79504	59928	66076	67702	75149	95783	95658	76368	72299	70067	67512	72745	66846	60717	77013	40479	54865	61294	64914	69481	63660	49230	46823	36260	51699	59242	66337	46812	46230	44183	43561	62011	57653	128064	84626	109671	72232	81299	84493	79500	89096	64984	89879	74490	57469	61342	78470	55130	92812	68133	65952	69221	74090	59394	71344	57277	53660	59385	51870	64154	63046	45503	47127	44281	50953	45974	49364	69147	73408	49315	51611	37387	40122	56338	47237	129474	141777	91577	75759	91998	72057	80325	75064
				PI 40:6	928.591	651.5347|-HG(PI,260)	[M+NH4]1+	1	6.33			SwissLipids	2020/04/02	MSI:2				SLM:000058257	60162.204545454544	19823.09711768044	2113.149252938153	46252	45304	78538	72544	73383	67716	70190	57561	61526	55137	59735	60294	61364	64628	86078	85868	48682	52943	74102	68719	57276	69808	61855	76527	63760	76037	38256	46164	98771	101146	45043	50046	27704	29880	55299	62469	18198	19429	71674	47822	53807	43573	52378	112405	112512	33081	40838	68379	61382	76641	66776	54230	59192	58467	66963	69373	75628	83844	46986	51180	51168	56189	54749	65640	72052	66468	63283	59119	39223	39317	86599	93256	53887	58190	32523	27772	54637	49393	18902	21647	80266	70270	58114	51333	45505	38029	93602	97778
				PS 36:1	790.5593	605.5503|-HG(PS,185)	[M+H]1+	1	7.45			SwissLipids	2020/04/02	MSI:2				SLM:000058876	10629.375	4294.030677051547	457.74520820017835	6808	6549	13210	14001	11786	14032	16014	16885	6999	6917	16583	15131	16984	14655	14121	12870	8731	8242	21997	23339	10141	12269	15176	15372	11513	11616	7574	8110	4524	5122	10853	12255	16607	12776	5211	6170	7012	7388	5604	9225	7760	10076	9679	7258	8120	6980	7120	11788	11289	15024	15678	5907	6225	15244	16603	14192	11093	14226	6782	7456	20480	14779	10514	9521	13849	14058	11813	10057	6264	7278	3495	5155	15940	12756	14126	13198	6138	5833	5634	6276	4562	4954	8013	8192	8728	9830	7638	7432
				PS 40:6	836.5436	651.5347|-HG(PS,185)	[M+H]1+	1	6.45			SwissLipids	2020/04/02	MSI:2				SLM:000058915	3257.875	1327.2588796541124	141.48627196580085	1023	1948	4296	4883	2967	2627	3868	5651	2499	2413	2716	2951	4150	4720	4918	6425	4192	3711	4400	4645	1727	2715	6379	6203	3479	3473	3669	2886	5424	5581	2953	3371	1687	2204	2371	3194	448	938	2363	2780	2868	2116	2892	2942	3655	2248	1610	4007	2250	4406	4438	2888	3147	3376	4704	4098	4034	4607	2875	2795	4449	4043	1702	2736	4625	4901	3251	3087	3068	2431	5109	5561	3095	4323	1820	1821	1127	2550	958	448	2309	2850	3211	2224	2021	1777	2727	3665
				SM 31:1	661.5279	184.0733|HG(PC,184)	[M+H]1+	1	4.9			SwissLipids	2020/04/02	MSI:2				SLM:000390687	44795.27272727273	18596.85192227485	1982.4310758941044	55792	56546	50318	50738	49001	51993	38403	41554	36307	34515	23252	23196	20295	19668	60877	63108	35344	34527	42123	45445	43238	44348	32330	29565	38869	44364	33889	33751	69750	79439	19931	18541	26444	26982	22246	25291	51748	54968	53123	77875	77703	83676	78183	80059	83931	53516	52248	45499	41069	42351	44098	32907	33843	22946	21549	20675	56290	58904	32558	32008	39491	36272	38040	42872	29011	29130	36601	37898	31929	33586	68681	75048	18960	18787	29817	28531	21897	21851	50717	53947	50232	53270	70793	68726	73137	71953	77900	79200
				SM 32:0	677.5592	184.0733|HG(PC,184)	[M+H]1+	1	5.55			SwissLipids	2020/04/02	MSI:2				SLM:000390697	73039.01136363637	32832.052950644014	3499.9086042513186	92234	99236	74317	78261	85689	89979	54490	63301	52175	55576	36913	35475	44874	47987	108936	113262	67101	72021	69690	82019	77602	87773	39647	40130	76490	94984	54203	59728	189197	208939	31683	31024	45876	46291	50862	53801	74260	74487	55594	94898	95026	95931	89514	99738	103311	98828	93865	63249	82534	52017	59049	52013	47276	37334	44054	47118	111000	120616	62725	59574	66504	61747	71320	81248	35476	38255	69350	78669	50111	50910	163433	168435	35156	33442	47824	44234	46981	50495	74737	72670	57250	61537	90799	89436	79914	93032	91953	96738
				SM 32:1	675.5436	184.0733|HG(PC,184)	[M+H]1+	1	5.26			SwissLipids	2020/04/02	MSI:2				SLM:000390695	2709828.897727273	1280698.1080185166	136522.87703241134	3174385	2885191	2375030	2401696	2634870	3076551	2568570	2948075	2018222	1863152	1706541	1661697	1722806	1828724	3495360	3633508	2256963	2105526	2458609	2668234	2435721	2489336	2340938	2425509	2547634	2697079	2108136	2235910	7720052	8447329	1482400	1449855	1591878	1585208	1779199	1883032	2975394	2883870	2007731	3694969	3518651	3587086	3704020	3532845	3962396	2856962	2946345	2130076	2606767	2889736	2822199	1908047	1870456	1613287	1841473	1947109	2981438	3411908	2020989	1910240	2428289	2464033	2343669	2482660	2275034	2335399	2338601	2552267	1811851	1801395	7004700	7544416	1423679	1435383	1764881	1500496	1748715	1812274	2870111	3092170	2027516	2147727	3272322	3464928	3583974	3191709	3638107	3781717
				SM 32:2	673.5279	184.0733|HG(PC,184)	[M+H]1+	1	4.72			SwissLipids	2020/04/02	MSI:2				SLM:000390694	181382.8409090909	56623.935259104626	6036.131780057407	220429	224811	185722	193110	226910	255053	206001	204432	122504	130627	104117	107013	98899	106861	256975	273234	212799	205964	165724	173725	210098	202197	116130	126751	195240	207776	140884	135790	260941	266966	71537	74796	144512	140975	126483	140668	249066	234952	141953	225950	215768	263601	244254	257509	277495	214894	211620	165721	202267	217187	201830	121903	125663	111811	114474	114321	248887	246913	169412	183838	151714	146984	187762	204819	122102	122124	192669	197371	125972	125246	241533	268349	68459	73247	133709	147339	130757	130097	229065	234889	146945	145252	211905	226947	234735	228641	262879	272236
				SM 33:1	689.5592	184.0733|HG(PC,184)	[M+H]1+	1	5.65			SwissLipids	2020/04/02	MSI:2				SLM:000390704	1485883.4545454546	477790.01212358486	50932.58642615204	1716397	1593489	1483740	1351095	1466628	1500342	1239894	1351237	1456544	1467412	1266074	1344226	952797	1027568	1604649	1789934	1046728	1105829	1365900	1467348	1587346	1716422	1544863	1484197	1182194	1296273	1159466	1201694	2933614	3153950	864915	927052	899492	941447	967749	1070677	1663322	1697551	1438766	1762485	1884774	2075045	1984402	2208330	2893206	1799543	1623340	1259627	1463967	1363176	1481920	1457795	1434051	1344615	990260	959640	1608428	1701936	971743	1049200	1188957	1218198	1521586	1791220	1651542	1452114	1102485	1169729	1107214	1050252	2827088	2781731	1103106	1157864	906519	914327	999373	1002672	1438303	1557747	1407836	1428048	1804187	1817219	1782363	1610609	2087254	2231897
				SM 34:0	705.5905	184.0733|HG(PC,184)	[M+H]1+	1	6.44			SwissLipids	2020/04/02	MSI:2				SLM:000390716	6372670.0227272725	1920575.7021852683	204734.05776053935	5818308	6466389	6704920	6411788	7375880	6961823	5254151	4981139	7067765	7874967	5846923	5839169	5301927	6984891	10336423	10400952	7293684	7968714	6198297	6545322	7389734	9203724	4730735	5749217	9299834	7557072	6063480	6733547	10082141	11350670	6050829	4971091	3765358	4232983	4424087	5141413	4263121	4356698	4501254	4657307	4737520	4979039	5002651	9592370	8866509	5905734	5116302	6112989	6843977	5906462	5288883	5497320	8152673	4821322	6531742	6077162	8820398	11330413	5651641	6544609	5325286	5616248	5987848	9003959	4438991	4368093	6913336	6469750	5401927	5734857	10747045	12105640	7210001	6551936	3765864	3951145	5376624	4533737	4760924	4324171	4724806	5181128	4621927	4319727	4555171	5169472	6908556	8789350
				SM 34:1	703.5749	184.0733|HG(PC,184)	[M+H]1+	1	6.2			SwissLipids	2020/04/02	MSI:2				SLM:000390714	56511754.68181818	9484424.79459432	1011043.0802142111	58177232	61793648	49671396	50242992	60101804	60133236	52598020	44827396	59496584	61991416	52360684	54855632	54548744	52502216	60581936	60072356	60049504	60597992	58590248	57164064	64222856	41005896	60466292	59732420	60889940	61681040	60273248	57376844	95124360	97032560	40728448	41711892	44661740	45292460	44097516	51514484	53519320	51922616	51071100	51062092	51788048	56126956	53800924	67808488	70670312	60353720	58973284	46162256	58896140	53197684	52359032	60244548	57383024	57015868	54157724	55379104	58059012	59612412	53354572	56085768	52795120	54218140	63283356	66401796	58862464	57421444	59122312	58289372	57789788	59166164	70440240	84938032	53832596	49577456	45079476	44234564	46888176	47817472	51700012	50606024	47728372	48856796	48930380	49348012	51702564	52664008	68463520	67703656
				SM 34:2	701.5592	184.0733|HG(PC,184)	[M+H]1+	1	5.42			SwissLipids	2020/04/02	MSI:2				SLM:000390712	5818255.545454546	1695876.8520727572	180781.07985640471	6451483	6127004	5874602	5291334	6163405	6734777	5902774	6210965	5377476	5350449	5419707	5874308	5025721	5834692	6817122	7255057	6564636	7129273	5211657	4787721	6278277	7811907	6663787	7075247	5341652	6182435	4770375	4561032	10944980	13492874	3703016	3664586	4034392	4059476	4098205	5221529	6614368	6300305	3782756	4489136	4530290	5719837	5686711	6313675	7564228	6201140	5873129	4965312	5563297	6291807	6295137	6277834	5097486	5538807	5383279	5580531	5885660	6147792	6141399	6145932	4354287	4887570	6531369	6827088	6737412	7005295	5583585	5636616	3879313	4288447	11206730	11985608	3712545	3380474	4369648	4308777	4443625	4423807	5220331	5982337	3855469	4222183	4591971	4597164	5229427	5115860	6457065	7474704
				SM 34:3	699.5436	184.0733|HG(PC,184)	[M+H]1+	1	4.93			SwissLipids	2020/04/02	MSI:2				SLM:000390711	20202.352272727272	7023.348780522603	748.691495611361	41801	43934	20663	21191	21739	21747	18259	18658	18400	18766	13615	15900	13876	13238	21131	23277	21590	22211	20288	21167	21693	23599	17675	18453	17899	20600	11406	12663	32456	34509	11180	11565	13529	13220	11411	13441	21559	21186	14159	22942	21323	32038	31201	27374	28183	40893	21439	19710	18307	17531	19336	18646	18287	14524	14426	14987	19089	21993	18868	18977	19117	19922	20725	24369	18240	17098	19012	18889	10232	11054	29725	31946	10661	10684	12504	13923	12386	11246	20357	20871	13683	19052	22052	22852	30406	30596	24526	27951
				SM 35:1	717.5905	184.0733|HG(PC,184)	[M+H]1+	1	6.7			SwissLipids	2020/04/02	MSI:2				SLM:000390726	684285.8522727273	160428.29633150288	17101.71385079328	900329	837121	746503	941410	562735	575679	782366	743949	839613	824777	737968	760204	705806	680273	861382	565982	617238	515777	572899	556770	720598	735197	673006	657006	579989	446006	661312	606719	990181	953402	1096571	1040495	486511	444045	519384	522222	539594	570248	688895	698460	716406	887226	783605	727022	768934	750842	690159	668317	547672	552011	735573	692453	724202	698317	650692	626715	503859	780209	548075	514663	654289	590598	631823	747837	677882	639712	367951	377603	623929	556400	944458	925728	993204	1049591	408049	456685	501911	417091	484847	491676	793612	773612	714287	780463	814464	847770	694496	731613
				SM 35:2	715.5749	184.0733|HG(PC,184)	[M+H]1+	1	6			SwissLipids	2020/04/02	MSI:2				SLM:000390724	96858.31818181818	30580.58010979549	3259.900792989265	151233	163114	115627	114096	95925	105976	84971	87285	104967	104726	75916	92108	72326	59836	98671	108172	75157	80307	73736	76493	116135	116091	106021	106551	74265	86022	58929	58779	158143	171551	72478	83847	67806	72125	54301	55307	91024	87146	103124	104313	103437	145261	145713	140732	155422	149912	141933	104252	82186	88241	80369	100900	98633	87215	67149	77204	105798	99835	66618	68538	63823	67601	110945	103984	100402	102602	77061	70330	50335	51872	157746	167660	82076	78430	66092	61552	50097	46640	83392	89991	101223	95582	98849	108596	135111	133530	137068	136994
				SM 36:1	731.6062	184.0733|HG(PC,184)	[M+H]1+	1	7.3			SwissLipids	2020/04/02	MSI:2				SLM:000390739	8654768.568181818	5493670.477169118	585627.240577062	8638513	9743003	7481096	7865957	8993644	10467637	6353766	6104459	7914420	8369879	7040361	7133621	7825199	8537355	7419199	8826245	8384989	8518898	6669971	6449007	12981092	11081045	11027870	10186992	9318552	9242283	7456083	7467055	32521072	35833528	4869853	5559039	4197248	4511351	4651970	5357317	6936419	6530964	4697750	1399480	6643492	8102918	8071709	10891528	12701348	8188508	8469891	7444415	7823298	6474677	6291608	6967724	7066562	7045794	9422415	8721794	8109294	7307854	7798527	8064362	5518489	5185214	11186896	11913491	10472515	10556069	7963510	8615274	6133022	6380004	28382766	29472370	6866514	6371531	4523038	4511398	4410169	4562092	5876151	5752985	4709082	4353663	7597178	5710578	8586047	7498027	10908344	11431317
				SM 36:2	729.5905	184.0733|HG(PC,184)	[M+H]1+	1	6.42			SwissLipids	2020/04/02	MSI:2				SLM:000390737	4902434.306818182	2016911.2654761958	215003.46331261285	4365854	5338592	5896263	5473178	5799553	6086174	4485065	4315230	4177961	4986418	4571581	4605943	4659007	5408223	4493672	5638481	5497609	5953423	2986649	3182714	6896279	7568008	6306753	7301798	5294443	5463631	4212600	3466653	11728513	11076019	2770843	3055116	3022370	2915201	2785935	3137206	3640065	3547997	2651688	4395672	3936595	5035991	4355177	5657377	7445155	5050263	4868354	4870922	5070933	4248309	4520295	3975627	4373299	4452191	5487280	5466695	4783741	4376729	4598641	4523572	2682629	2848656	6746010	7381661	7021082	7219106	4955678	4446684	3193390	3286855	13972331	10664718	3038500	2817539	2690932	3161113	2863888	3090407	3597188	3875205	3152089	2768773	3971666	3580973	4490486	5145769	6367782	6127583
				SM 36:3	727.5749	184.0733|HG(PC,184)	[M+H]1+	1	5.8			SwissLipids	2020/04/02	MSI:2				SLM:000390735	174361.7840909091	81467.30372172924	8684.44375651638	457576	479867	167443	180336	166351	181542	127140	139007	181610	190037	164794	142675	127471	125350	136677	180983	171579	174880	159832	171906	213559	232452	167893	171047	128630	160003	124726	28377	336396	336539	129098	132944	109558	111583	91610	110912	172170	163873	159264	158792	126164	223471	221963	186430	199678	445919	414701	158048	158049	143615	143888	182241	178855	171074	143880	138588	181116	175755	142106	148641	145032	26904	195327	236229	153341	153400	140358	130021	27015	90679	305428	319058	128669	122311	121427	111961	94569	96245	153067	163904	146884	131181	138678	144633	217244	213857	244368	241383
				SM 37:2	743.6062	184.0733|HG(PC,184)	[M+H]1+	1	7			SwissLipids	2020/04/02	MSI:2				SLM:000390751	2653607.272727273	1429197.7604677365	152352.99317277776	1827860	2088301	2380413	2346120	3021087	3264591	1973281	2107158	3203189	3100646	2424663	2514209	1534034	1510075	3692533	3688461	2109237	2519147	2228021	2502009	2635334	2846825	1888005	1807221	3915938	4545821	2561752	2638174	7839170	8445473	1440648	1274412	2293740	2221357	1260954	1373325	2039843	1903861	1662868	2377503	2275494	2004578	1932193	4190382	4770726	1908037	1902818	2075033	2417803	2349732	2243511	3003556	3219526	2499409	1580006	1682689	3485523	3574384	2067110	2099954	2103532	1947893	2609963	2837478	1664826	1822516	3771424	3802109	2483668	2716385	6970873	8564645	1175805	1334301	2275924	2224344	1379616	1311048	1829198	2189760	1709564	1692441	2143838	2173647	1736055	1684686	4113328	4958850
				SM 38:1	759.6375	184.0733|HG(PC,184)	[M+H]1+	1	8.45			SwissLipids	2020/04/02	MSI:2				SLM:000390767	4283661.204545454	1439304.3620036677	153430.3605164684	4825615	4793277	3995806	4254221	4888321	4911283	3737988	3644435	3763163	3877332	3531935	3396667	4240733	4286084	4351242	4756716	4636072	4663344	3560822	3505624	5132737	5556275	4652470	4741881	4536027	4972349	3821006	3700700	9652578	9953155	2281269	2434370	2552811	2604009	2464218	2624350	4381484	4349333	2932963	5532503	5561549	4640708	4432300	5760279	6143333	4475103	4611916	3712208	3965768	3731110	3711433	3468782	3343369	3553062	4450313	4727636	4213625	4182204	4206652	4044540	3047062	3084464	4590470	5259669	4714865	4502775	4328375	4379465	3288865	3681694	8488620	9365772	2785211	2655895	2592872	2388869	2489400	2299314	4160499	4079703	3047598	2966723	5242316	5440003	3836951	3918277	5518985	5374416
				SM 38:2	757.6218	184.0733|HG(PC,184)	[M+H]1+	1	7.5			SwissLipids	2020/04/02	MSI:2				SLM:000390765	2572388.9886363638	615965.5980602055	65662.1533784239	2639452	2631856	2764225	2551951	2899226	3087468	2362137	2221460	2568425	2792551	2679473	2795185	2957141	2794164	2667482	2697720	3150087	2900688	1832449	1735442	3685718	3934133	3032494	2820856	2478679	2854688	2400499	2177028	3596753	3260009	1666154	1590399	1861681	1799366	1634062	1884617	3132163	3275800	1731463	2195629	2168541	2536949	2624970	3489327	3785839	2820967	2607680	2516764	2756504	2365601	2381688	2626007	2589792	2694205	3192500	3154036	2571667	2472929	2675015	2963118	1500995	1544692	3627302	3555556	3130282	3154440	2313230	2369886	2045758	2115891	3429018	3465518	1550539	1719555	1697491	1852398	1655655	1631855	2951986	2872561	1714863	1614345	2224354	2219664	2385136	2314776	3571611	3406002
				SM 39:1	773.6531	184.0733|HG(PC,184)	[M+H]1+	1	9.2			SwissLipids	2020/04/02	MSI:2				SLM:000390782	1162201.0113636365	350502.64208827575	37363.70718887726	1443916	1482580	1168744	1258503	1216510	1373122	1120392	1169939	947831	932285	846020	938628	964675	917965	1494139	1489100	927150	959812	1120105	1156949	1380431	1451647	1255147	1227474	946625	1037203	937158	981574	2083306	2056801	564765	528592	759194	745363	743705	846175	1328978	1181430	961674	1903137	1870937	1528092	1583611	1562042	1651203	1312719	1433602	941186	1251379	1115782	1197909	874979	932000	808547	989656	976799	1446348	1315814	836896	844792	920117	923397	1289895	1428255	1215620	1129452	908677	922760	791921	820234	1782627	1718060	683943	684279	715274	733843	710024	758768	1176322	1189892	906546	979470	1683627	1793868	1361581	1410567	1732032	1579601
				SM 41:1	801.6844	184.0733|HG(PC,184)	[M+H]1+	1	10.01			SwissLipids	2020/04/02	MSI:2				SLM:000390811	6566276.4772727275	3151863.0511891316	335989.73018415144	7783316	7219745	6201472	5973464	6607759	6623174	3803856	4438129	5399917	5767774	4463999	5168725	5354856	5788044	6948011	9286378	7598457	6328483	6524282	6048773	8007009	9282029	7667757	7089428	7083170	7949814	6810883	7311271	21337742	21136612	3159668	3273717	3723228	4063941	4285823	3865517	5298945	5516880	6643939	11208202	10087808	12555358	9789725	11128317	9238721	7491781	7711543	5037889	5666407	4023046	5007505	5752443	5348874	5139124	5223174	5882816	5723068	6024219	4504322	4380325	4623833	4931007	6569737	7861412	5617986	6395487	5459146	5254470	4637407	3775989	12470916	15008960	3680492	3566771	2845569	4352723	4997145	4317839	4227679	4718989	4227696	4205808	6048153	5995455	6879854	7531799	6616606	7252748
